Name,Line,Sentiment,Irony
Seamus Finnigan,"Got loads of those, though, doesn't she? There's only one Harry.",0.0,[ 1.0477264  -0.44259664]
Ron Weasley,"Shut up, Seamus.",0.0,[0.35521108 0.30730957]
Neville Longbottom,"What is it, Ginny?",0.0,[ 2.249406  -1.3258964]
Ginny Weasley,Snape knows. He knows that Harry was spotted in Hogsmeade.,0.0,[ 0.60661936 -0.22306493]
Alecto Carrow,"Put a smile on, Miss Reynolds. Wouldn't want me to have to pay a visit to Daddy again, would you?",0.3,[ 1.6693763 -1.0110481]
Severus Snape,Many of you are surely wondering why I have summoned you here at this hour. It has come to my attention that earlier this evening... Harry Potter was sighted in Hogsmeade.,0.3333333333333333,[ 1.2646377  -0.90618336]
Severus Snape,I mention this in the hopes that truth will not be supplanted by,0.0,[ 0.54116446 -0.06323294]
Severus Snape,"For myself and a few select members of the staff this comes as little surprise. We have, for some time, considered Mr. Potter's return to Hogwarts to be not only possible but inevitable. Consequently, in the past several months and under my specific direction, exhaustive defensive strategies have been employed to defeat any attempt Mr. Potter might make to breach these walls. But know this. Should anyone -- student or staff -- attempt to aid Mr. Potter, that person will be punished in a manner consistent with the severity of their transgression. Rest assured: So long as I am Headmaster at Hogwarts, Harry Potter will never again step foot in this castle.",-0.04375,[ 1.8807895 -1.2853914]
Severus Snape,Now then. If anyone here has knowledge of Mr. Potter's movements this evening... I invite them to step forward now.,0.0,[ 1.9471753 -1.2510585]
Harry Potter,I think I can help you out with that... -.. Harry appears.,0.0,[ 1.3901078 -0.7526871]
Harry Potter,And I'm afraid it's rather extensive.,-0.3,[ 1.2027719 -0.6586404]
Harry Potter,How dare you stand where he stood.,0.0,[ 1.4552734 -0.8129464]
Harry Potter,"Tell them how it was that night. Tell then how you looked him in the eye, a man who trusted you... and killed him. Tell them!",-0.25,[ 1.5379947 -0.8395419]
Harry Potter,I'm a Gryffindor.,0.0,[0.6033748  0.08342759]
Voldemort,I know that many of you will want to fight. Some of you may even think this wise. But this is foily.,0.6,[ 1.4992613 -0.7583897]
Voldemort,I wish you no harm. TI have great respect for the students of Hogwarts. I was once one myself after all. I ask for but one thing and if granted no magical blood shail be spiit...,0.275,[ 1.794937  -1.1789554]
Voldemort,Give me Harry Potter. Do this and none shall be harmed. Give me Harry Potter and I shail leave Hogwarts untouched. Give me Harry Potter and you will be rewarded.,0.0,[ 1.7775779 -1.2465241]
Pansy parkinson,But he's there! Potter's there! Someone grab him!,0.0,[ 1.8059703 -1.0171247]
Argus Filch,Students out of bed! Students in the corridors!,0.0,[ 0.44112515 -0.01809746]
Argus Filch,"Oh. Sorry, mum.",-0.5,[-0.38351434  1.0176762 ]
Argus Filch,Right away.,0.2857142857142857,[1.0183505 0.0022061]
Harry Potter,Time. As much as you can give me.,0.2,[ 1.6850733 -0.9368926]
Harry Potter,"Is that possible, Professor?",0.0,[ 1.6574744 -1.013241 ]
Harry Potter,I think you're right.,0.2857142857142857,[ 0.8924681 -0.2063871]
Harry Potter,"You, too, Professor.",0.0,[0.16390783 0.48320678]
Neville Longbottom,"Let me get this straight, Professor. You're giving us permission to do this?",0.2,[ 0.75593555 -0.24078491]
Neville Longbottom,To blow it up. Boom.,0.0,[-0.2597501  0.896091 ]
Neville Longbottom,Wicked.,0.0,[-0.01215072  0.6427577 ]
Seamus Finnigan,I can bring 'er down.,-0.1555555555555555,[ 1.7400768  -0.70390946]
Filius Flitwick,"You realize, of course, that nothing we do will be able to keep out You-Know-Who indefinitely.",0.5,[ 0.8314256  -0.26686007]
Pomona Sprout,That doesn't mean we can't hold him up.,-0.3125,[ 1.4876792 -0.7601942]
Professors,Protego Maxima... Finato Duri... Repello Inimicum...,0.0,[ 1.8967878 -0.9490794]
Ron Weasley,"Harry, Hermione and I have been thinking. It doesn't really matter if we find the Horcrux.",0.2,[ 1.3657173  -0.80313146]
Hermione Granger,Unless we can destroy it.,-0.2,[0.2547509 0.3401812]
Ron Weasley,So we were thinking --,0.0,[0.5641514  0.02019169]
Hermione Granger,You were thinking. It's Ron's idea. And it's brilliant.,0.9,[ 0.43422708 -0.05322375]
Ron Weasley,"You destroyed Tom Riddle's Diary with a Basilisk fang, right? Well, we know where we might find one, don't we?",0.2857142857142857,[ 0.9613436 -0.5504205]
Harry Potter,Okay. But take this. That way you can find me when you get back.,0.25,[ 1.9017825 -1.1952504]
Hermione Granger,Where are you going?,0.0,[ 2.1602573 -1.2644271]
Harry Potter,"Ravenclaw Common Room. Got to start somewhere. Hermione nods, slips the Map in her beaded bag and she and Ron head off. Just before they turn the corner, Ron looks back, holds Harry's glance briefly... and then is",-0.0999999999999999,[ 1.4885113 -0.928347 ]
Luna Lovegood,Harry! Wait! I need to talk to,0.0,[ 2.0409744 -1.1761945]
Harry Potter,"I'm a bit preoccupied right now, Luna.",0.2857142857142857,[ 1.5925392 -0.877771 ]
Harry Potter,"We'll talk later, Luna.",0.0,[ 1.1577243  -0.52597576]
Luna Lovegood,Harry --,0.0,[ 0.94679195 -0.28123486]
Harry Potter,Later.,0.0,[0.3058106  0.20103693]
Luna Lovegood,Don't you remember what Cho said about Rowena Ravenclaw's diadem: 'There's not a person alive who's seen it.',0.1,[ 1.1571666  -0.55495316]
Luna Lovegood,"It's obvious, isn't it? We have to talk to someone who's dead.",-0.1,[ 1.112422   -0.41739362]
Luna Lovegood,"He's very impressive, isn't he?",1.0,[-0.37346697  0.7852493 ]
Voldemort,They never learn. Such a pity.,-0.05,[0.22490086 0.37993747]
Voldemort,Begin.,0.0,[0.21805865 0.2521058 ]
Pius Thicknesse,"But, my Lord, shouldn't we wait --",0.0,[ 2.0241785 -1.2149459]
Fred Weasley,Nice night for it!,0.75,[-0.42654622  0.84319603]
Harry Potter,"Okay, Luna. Who've you got in mind?",0.5,[ 2.2383943 -1.3794352]
Seamus Finnigan,That's it. I want a charge on each and every joist.,0.0,[ 1.7293664 -0.9758852]
Neville Longbottom,"You do know what you're doing, don't you, Seamus?",0.0,[0.30958566 0.2887775 ]
Neville Longbottom,Blimey.,0.0,[0.6692044  0.01702983]
Neville Longbottom,Not good.,-0.35,[ 0.81434834 -0.04129806]
Luna Lovegood,"If you're to find her, you'll find her down there.",-0.1555555555555555,[ 1.9727408 -1.385453 ]
Luna Lovegood,No. I think it best if you two talk alone. She's very shy.,0.175,[ 2.0706005 -1.3050413]
Kingsley Shacklebolt,Tell Professor McGonagall Remus and I will handle this side of the castle.,0.0,[ 1.0296662  -0.38206074]
Dean Thomas,"Yes, sir.",0.0,[0.35625207 0.21165594]
Kingsley Shacklebolt,Dean!,0.0,[0.19845837 0.4220145 ]
Remus Lupin,"It's the quality of one's conviction that determines success, not the number of one's followers.",0.3,[ 1.2044638  -0.48826462]
Kingsley Shacklebolt,Who said that?,0.0,[ 1.9511381 -1.0004836]
Remus Lupin,Me.,0.0,[0.4010779  0.26780367]
Remus Lupin,Speaking of quality.,0.0,[0.24148794 0.33119503]
Remus Lupin,You shouldn't have. It's Teddy who needs you.,0.0,[ 1.755301 -1.061828]
Nymphadora Tonks,He'll sleep 'til dawn and snore like his father. It's you who needs me tonight.,0.0,[ 1.7063003  -0.74158084]
Harry Potter,It's you...,0.0,[ 1.1337496  -0.31935564]
Neville Longbottom,Ha! dal,0.0,[0.32703167 0.30450818]
Neville Longbottom,Yeah! You and whose army!,0.0,[-0.7770083  1.2766534]
Seamus Finnigan,Woah! Easy up there!,0.5416666666666667,[0.18263295 0.36641237]
Neville Longbottom,Sorry.,-0.5,[0.11915877 0.49564156]
Ron Weasley,Harry talks in his sleep. Haven't you noticed?,0.0,[ 0.25514138 -0.00599461]
Hermione Granger,No. Of course not.,0.0,[ 1.0167489  -0.34239072]
Ron Weasley,I've never got this far before.,0.1,[ 1.1257603  -0.24025336]
Hermione Granger,I'm scared.,0.0,[ 1.3515289  -0.50576496]
Ron Weasley,Me too. Hermione: I didn't expect it to be like this.,0.0,[ 1.551853  -0.5675768]
Hermione Granger,Not this.,0.0,[0.72556204 0.08240151]
Harry Potter,"You're the Grey Lady, the ghost of Ravenclaw Tower.",-0.05,[ 1.19169   -0.5309517]
Helena Ravenclaw,I do not answer to that name.,0.0,[ 1.8302584 -0.8482865]
Harry Potter,"I'm sorry. It's Helena, isn't it? Helena Ravenclaw. Rowena's daughter. Luna told me.",-0.5,[ 1.5201135 -0.7283132]
Helena Ravenclaw,Are you a friend of Luna's?,0.0,[ 2.0554593 -1.3931378]
Harry Potter,Yes. She thought you might be able to help me.,0.5,[ 1.5608857  -0.79575914]
Helena Ravenclaw,You seek my mother's diadem.,0.0,[ 0.77647394 -0.19193685]
Harry Potter,Yes! That's right --,0.2857142857142857,[-0.48899537  1.1534648 ]
Helena Ravenclaw,"Luna is kind. Unlike so many of the others, but she was wrong. I cannot help you.",0.2,[ 1.7395853  -0.96399385]
Harry Potter,Wait! Please!,0.0,[ 1.4432241 -0.5023499]
Helena Ravenclaw,Many have sought my mother's diadem. Its powers are,0.5,[ 1.4569807 -0.8095199]
Harry Potter,But I don't care about its powers! Honestly --,0.6,[ 1.9023577 -1.0672201]
Harry Potter,I don't seek it for myself! You have to believe me!,0.0,[ 2.098358  -1.4392011]
Harry Potter,I want to destroy it.,-0.2,[ 1.1242807  -0.26806626]
Harry Potter,"That's what you want, isn't it, Helena? You want it destroyed.",0.0,[0.16830932 0.4332738 ]
Helena Ravenclaw,"But I only wanted to be more like her, clever and wise. She wore it so beautifully, but on me... I grew to hate it... the pain I felt... the pain I feel even now...",0.2361111111111111,[ 1.5951095  -0.78243804]
Harry Potter,"I'll end your pain, Helena. Tell me where it is and I'll destroy it, I swear, on my mother's memory —-",-0.2,[ 1.9708787 -1.1224627]
Helena Ravenclaw,"Another swore to destroy it, many years ago, a strange boy with a strange name...",0.05,[ 1.4579378  -0.71871215]
Harry Potter,Tom Riddle --,0.0,[ 1.0152491  -0.19097993]
Helena Ravenclaw,But he lied.,0.0,[0.00622628 0.5631762 ]
Harry Potter,He's lied to many people --,0.5,[ 0.4719916  -0.02487563]
Helena Ravenclaw,I know what he's done! I know who he is! He defiled it! With Dark Magic!,0.2375,[ 1.4256558 -0.733723 ]
Helena Ravenclaw,Strange... you remind me of him a bit...,-0.05,[ 0.7682139 -0.2698551]
Helena Ravenclaw,It's here. In the castle. In the,0.0,[ 1.9219662 -1.067028 ]
Helena Ravenclaw,"If you have to ask, you'll never know. If you know, you need only ask...",0.0,[ 1.9664606 -1.2055489]
Harry Potter,Thank you... -.. then turning...,0.0,[ 0.7750415  -0.30255523]
Harry Potter,Thank you... -.. then running.,0.0,[-0.00356661  0.45885387]
Ron Weasley,You do it.,0.0,[0.07240754 0.6693329 ]
Ron Weasley,"Yes, you can.",0.0,[0.35228848 0.20562527]
Neville Longbottom,Not good.,-0.35,[ 0.81434834 -0.04129806]
Ginny Weasley,Ready!?,0.25,[ 1.7192949 -0.8528541]
Neville Longbottom,Are you bloody joking?!,-1.0,[ 1.3950424 -0.6093524]
Seamus Finnigan,He's good...,0.7,[0.15515187 0.28529036]
Seamus Finnigan,He's good...,0.7,[0.15515187 0.28529036]
Ginny Weasley,What?,0.0,[ 1.4070889  -0.49027973]
Neville Longbottom,That was kind of exciting. Seamus grins and winks knowingly. Ginny shakes her head.,0.4499999999999999,[0.00152789 0.40258506]
Ginny Weasley,Mad. The both of you.,-0.625,[ 1.2316405 -0.3685543]
Neville Longbottom,Not good.,-0.35,[ 0.81434834 -0.04129806]
Argus Filch,Night-tee night.,0.0,[ 1.0172255  -0.19145787]
Pansy parkinson,"You let us out of here, you filthy squib!",-1.0,[ 0.8859846  -0.25991094]
Harry Potter,Ginny! Neville! You alright?,0.0,[ 2.163372  -1.2711763]
Neville Longbottom,"Never better! Feel like I could spit fire! Haven't seen Luna, have you?",-0.390625,[ 2.0380452 -1.2818364]
Harry Potter,Luna -- ?,0.0,[ 1.7536759 -0.9454124]
Neville Longbottom,"I'm mad for her! Think it's about time I told her, seeing as there's a pretty good chance we'll both be dead by dawn!",-0.0203125,[ 1.6545954 -1.0085938]
Ginny Weasley,I know.,0.0,[0.3627474  0.27165455]
Ron Weasley,Bloody hell. We/'ll never find him on this.,-0.8,[ 1.9672045 -1.0796971]
Hermione Granger,There he is.,0.0,[0.2773238  0.29722846]
Ron Weasley,Brilliant.,0.9,[-0.26382774  1.0609312 ]
Hermione Granger,He vanished. Just now. I saw it. Ron glances at MAP -- then:,0.0,[ 1.5283047  -0.85146725]
Hermione Granger,That's right. I did.,0.2857142857142857,[0.38727397 0.31201005]
Ron Weasley,Let's go.,0.0,[ 1.1382117  -0.36635584]
Hermione Granger,Brilliant.,0.9,[-0.26382774  1.0609312 ]
Draco Malfoy,Take my hand.,0.0,[ 1.3766614  -0.53614205]
Draco Malfoy,"Well, well, what brings you here, Potter? Harry looks slowly over his shoulder. Draco -- Blaise and Goyle at his side -- steps INTO VIEW, his face bisected by light. He holds a wand on Harry.",0.0499999999999999,[ 1.7282044 -1.1046308]
Harry Potter,I could ask you the same.,0.0,[ 1.4063008  -0.62749404]
Draco Malfoy,I virtually lived here last year. Remember?,0.0,[ 1.708341  -1.1468953]
Harry Potter,I remember.,0.0,[0.6305459 0.0669119]
Harry Potter,What's wrong with the one you have?,-0.5,[ 2.2365375 -1.3803678]
Draco Malfoy,Easy.,0.4333333333333333,[-0.20493524  0.7625629 ]
Harry Potter,Why didn't you tell her?,0.0,[ 2.0084195 -1.2144501]
Harry Potter,Bellatrix. You knew it was me. But you didn't say anything.,0.0,[ 1.0168808  -0.30632818]
Draco Malfoy,Give me my wand.,0.0,[ 1.349348   -0.36085612]
Harry Potter,No. I don't think so...,0.0,[ 1.9072521 -1.2283944]
Harry Potter,"Besides, its allegiance is to me now. If you want it, you'll have to win it back. Perhaps even kill me...",0.4,[ 2.0068145 -1.0789356]
Gregory Goyle,"C'mon, Draco. Don't be a prat.",0.0,[ 1.2110707 -0.3988346]
Gregory Goyle,Avada Kedavra!,0.0,[ 1.6063781 -0.5759435]
Harry Potter,Expelliarmus!,0.0,[0.5075453  0.31883803]
Hermione Granger,Did you see where it went? The diadem!,0.0,[ 1.4398566  -0.82334554]
Harry Potter,Well done. Let's find Ron and get out of here.,0.0,[ 0.8107654  -0.14510944]
Ron Weasley,RUN! Goyle's set the bioody place on fire!,0.0,[ 1.58151    -0.72681195]
Harry Potter,Split up!,0.0,[0.53259933 0.20809728]
Hermione Granger,Do we climb!,0.0,[ 1.7835993 -0.9593738]
Harry Potter,"No, it''ll just follow us!",0.0,[ 1.2825817  -0.75485367]
Harry Potter,Here! Take one!,0.0,[ 1.8876563 -1.2245811]
Ron Weasley,Serves him right.,0.2857142857142857,[-0.06438497  0.74495167]
Hermione Granger,C'mon! This way!,0.0,[ 1.7186034 -0.8221937]
Harry Potter,Wait! What about Malfoy and Blaise!,0.0,[ 1.0082556  -0.41458577]
Ron Weasley,Brilliant.,0.9,[-0.26382774  1.0609312 ]
Voldemort,Nagini. Come.,0.0,[ 1.8780816 -1.0514227]
Ron Weasley,You're bloody well welcome!,0.0999999999999999,[0.2346589 0.2950163]
Harry Potter,"Ron, you once asked me if I thought he felt it -- Voldemort -- when we destroy a Horcrux, when we destroy a piece of his soul.",-0.2,[ 1.2972538  -0.68208885]
Harry Potter,He does.,0.0,[0.10836349 0.41918257]
Harry Potter,It's the snake. She's the last one. The last Horcrux.,0.0,[ 1.804557  -0.7976047]
Ron Weasley,Where will he take her?,0.0,[ 2.189357  -1.4118264]
Hermione Granger,Someplace safe.,0.5,[ 1.3765364  -0.59740734]
Harry Potter,No. He'll keep her close.,0.0,[ 1.7950157 -0.9407273]
Ron Weasley,"Look inside him, Harry.",0.0,[ 1.2152942  -0.58891433]
Ron Weasley,"Find out where he is. If we find him, we find the snake. Then we're one step closer to ending this.",0.0,[ 1.3222084 -0.7722481]
Voldemort,Stop looking at her. She smells your fear. It agitates her. Be grateful she's just eaten.,0.0,[ 1.5234854 -0.9995511]
Lucius Malfoy,"Forgive me, my Lord, but wouldn't it be more prudent to call off this battle and seek the boy yourself?",0.5,[ 2.1476815 -1.2848428]
Voldemort,"I do not need to seek the boy! Before the night is out, he will come to me! Do you understand!",0.0,[ 2.316449  -1.4933923]
Lucius Malfoy,"Of c-course, my Lord.",0.0,[ 1.4159205 -0.5539925]
Voldemort,"How do you live with yourself, Lucius?  Go. Find Severus. Tell him I need to see him immediately.",0.1363636363636363,[ 0.86072683 -0.44360605]
Harry Potter,I know where he is.,0.0,[ 1.4053607 -0.5034719]
Sybill Trelawney,"There's more to me than incense and tea leaves, Mr. Finnegan.",0.5,[ 1.3534927 -0.7847102]
Luna Lovegood,Thanks.,0.2,[-0.37032345  0.8757285 ]
Neville Longbottom,Don't mention it.,0.0,[ 1.3711083 -0.6740337]
Voldemort,Why doesn't it work for me?,0.0,[ 1.5464187  -0.70884717]
Severus Snape,"You have performed extraordinary magic with this wand, my Lord. In the last few hours alone --",0.1583333333333333,[ 1.4954556 -0.8308458]
Voldemort,No! I am extraordinary! But the wand resists me!,0.5208333333333333,[ 1.2460924  -0.45612448]
Severus Snape,"There is no wand more powerful. Ollivander himself said it. Tonight, when the boy comes to you, it will not fail you, I am sure. It answers to you and you only.",0.31,[ 1.9009825 -1.0991175]
Voldemort,Does it?,0.0,[ 1.8381076 -1.0098884]
Severus Snape,My Lord?,0.0,[ 1.9404212 -0.880818 ]
Voldemort,The wand. Does it truly answer to me?,0.0,[ 2.1675513 -1.3645734]
Voldemort,"You're a clever man, Severus. Surely you must know.",0.3333333333333333,[0.6682292 0.0242206]
Voldemort,"Where, Severus? Where does its loyalty lie?",0.0,[ 2.2724266 -1.3983902]
Severus Snape,"With you, of course, my Lord.",0.0,[ 1.4292604 -0.569656 ]
Voldemort,"The Elder Wand cannot serve me properly, Severus, because I am",0.0,[ 1.309239   -0.65575933]
Voldemort,"The Elder Wand belongs to the wizard who killed its last owner. Ollivander was quite explicit about that. You killed Dumbledore, Severus. While you live, the Elder Wand cannot be truly mine.",-0.0659090909090909,[ 1.6583441 -1.1221719]
Severus Snape,My Lord --,0.0,[ 1.6255023  -0.61086124]
Voldemort,"You have been a good and faithful servant, Severus.",0.7,[-0.1185885  0.6546079]
Voldemort,But only I can live forever...,0.0681818181818181,[ 1.71362    -0.78148615]
Voldemort,Kill.,0.0,[ 1.0313843  -0.22401997]
Voldemort,Nagini! Come!,0.0,[ 1.9055331 -1.0212038]
Severus Snape,Take them...,0.0,[ 1.3607491 -0.6394366]
Severus Snape,Take them!,0.0,[ 1.2345986 -0.3986449]
Severus Snape,Please.,0.0,[0.56739235 0.1031842 ]
Harry Potter,Give me something! Quickly! A flask! Anything.,0.5208333333333333,[ 1.8156682 -1.2036214]
Severus Snape,They are the same...,0.0,[ 1.1973456  -0.37123936]
Severus Snape,You have your mother's eyes...,0.0,[ 1.3214892  -0.65601015]
Ron Weasley,He's gone. The snake too.,0.0,[ 1.4908439  -0.74159044]
Voldemort,You have fought valiantly... but in vain. I do not wish this. Every drop of magical bliood,0.5,[ 1.6234607 -0.9189468]
Voldemort,"I therefore command my forces to retreat. In their absence, dispose of your dead with dignity. Treat your injured.",-0.10625,[ 1.8514854  -0.94440323]
Ron Weasley,Never! Do you hear me! NEVER!,0.0,[ 1.7717229 -0.9875809]
Hermione Granger,Where is everyone?,0.0,[ 2.0851688 -1.0340577]
Severus Snape,Lily... Then...,0.0,[ 1.2381458 -0.5524267]
Petunia Dursley,Lily! Come out of there! Now!,0.0,[ 1.8045    -1.0123091]
Petunia Dursley,We're going home.,0.0,[0.33497906 0.3830979 ]
Severus Snape,She's jealous. Because she's ordinary and you're special.,0.0535714285714285,[0.5533358  0.18680552]
Lily Potter,That's mean.,-0.3125,[0.34903532 0.30119443]
Severus Snape,It's true. You know so yourself.,0.35,[ 1.788748 -0.95364 ]
Severus Snape,No! Don't kill me!,0.0,[ 1.7311639 -0.8399859]
Albus Dumbledore,That wasn't my intention.,0.0,[ 0.9090733  -0.27175775]
Albus Dumbledore,"Stand up, Severus. I haven't much time. What message do you bring from Lord Voldemort this time?",0.2,[ 2.2580314 -1.4029211]
Albus Dumbledore,Is this about the Prophecy?,0.0,[ 1.8585054 -1.1868001]
Severus Snape,Yes.,0.0,[0.35707045 0.19407645]
Albus Dumbledore,How much did you relay?,0.2,[ 2.1279829 -1.4415135]
Severus Snape,Only what I heard. But now... he thinks it refers to her.,0.0,[ 1.4843916 -0.7799584]
Albus Dumbledore,The Prophecy did not refer to a woman. It spoke of a boy born at the end of July --,0.0,[ 1.3218073 -0.8030829]
Severus Snape,Yes! But he thinks it's her son! He intends to hunt them down now! To kill them!,-0.2430555555555555,[ 0.9273347 -0.3216037]
Albus Dumbledore,"If she means so much to you, surely Lord Voldemort would spare her in exchange for the boy.",0.35,[ 1.3659868 -0.8207666]
Severus Snape,I have asked.,0.0,[ 1.039887   -0.26737112]
Albus Dumbledore,You disgust me. You would sacrifice the life of an innocent child over a schoolboy crush?,0.5,[ 0.9993624 -0.3213429]
Severus Snape,She's more than that! She's different! Beautiful. Kind.,0.51875,[ 1.6672356 -0.9688299]
Albus Dumbledore,"And should I do so, what will you give me in return, Severus?",0.0,[ 2.365563  -1.5711422]
Severus Snape,Anything.,0.0,[0.36787876 0.19472352]
Severus Snape,You said you would keep her safe!,0.625,[0.5169714  0.13331199]
Albus Dumbledore,"Lily and James put their faith in the wrong person. Rather like you, Severus.",-0.5,[ 1.2455007  -0.64590096]
Albus Dumbledore,The boy survives.,0.0,[ 0.7997228  -0.06590303]
Albus Dumbledore,He has her eyes.,0.0,[ 0.68437356 -0.09137664]
Severus Snape,He doesn't need protection. The Dark Lord has gone --,-0.15,[ 1.9870695 -1.3332804]
Albus Dumbledore,The Dark Lord will return. And the boy will be in terrible danger when he does.,-0.575,[ 1.5903124  -0.90831023]
Severus Snape,No one can know. Your word.,0.0,[ 2.133968  -1.2966665]
Albus Dumbledore,"My word that I shall never reveal the best of you, Severus? If you insist.",1.0,[ 1.8338714 -1.0356228]
Severus Snape,He exhibits no measurable talent. His arrogance rivals even his father's. And he seems to relish his fame.,0.0,[0.53455436 0.10154367]
Albus Dumbledore,"Sometimes we see what we expect to see, Severus. Other teachers indicate the boy is modest, likeable and while no prodigy, possesses above-average gifts. Personally, I find him rather engaging.",0.09375,[ 1.2808113  -0.64448094]
Severus Snape,You see what you want to see.,0.0,[ 0.71436137 -0.04456974]
Albus Dumbledore,Perhaps. oOh. Severus.,0.0,[ 1.5455395 -0.9783375]
Severus Snape,Why did you put it on? Surely you realized it carried a curse.,0.5,[ 1.8439525 -1.1002643]
Albus Dumbledore,I was... foolish... greedy...,0.0,[ 1.1551805 -0.8596944]
Severus Snape,Drink the rest. It will contain the curse to the hand for the time being.,0.0,[ 1.6960078 -1.0816859]
Albus Dumbledore,For the time being?,0.0,[ 1.9446181 -1.0790651]
Severus Snape,It will spread.,0.0,[0.44707647 0.16492355]
Albus Dumbledore,How long?,-0.05,[ 1.9784597 -1.1522006]
Severus Snape,Maybe a year.,0.0,[ 1.0141773  -0.20551774]
Albus Dumbledore,"Well, this makes matters much more straightforward.",0.4375,[-1.69558    1.8645774]
Albus Dumbledore,"Do not ignore me, Severus. Was it not you who told me of Lord Voldemort's plan to have the Malfoy boy murder me?",0.0,[ 1.6011677 -1.1241176]
Severus Snape,It is not expected that he will succeed.,0.05,[ 1.2200215 -0.5657029]
Albus Dumbledore,You must agree.,0.0,[ 1.118945   -0.18710813]
Albus Dumbledore,"Yes. You must be the one to kill me, Severus. It is the only way. Only then will the Dark Lord trust you completely.",-0.0124999999999999,[ 1.608204   -0.90501267]
Severus Snape,You ask too much.,0.2,[ 1.1769326  -0.45101386]
Albus Dumbledore,There will come a time when Harry Potter must be told something. But you must wait until Voldemort is at his most vulnerable.,0.0,[ 1.3437241 -0.7337864]
Severus Snape,Tell him what?,0.0,[ 1.7478795 -1.0199814]
Albus Dumbledore,"On the night Lord Voldemort went to Godric's Hollow to kill Harry, and Lily Potter cast herself between them, the curse rebounded. When that happened, a part of Lord Voldemort's soul latched itself onto the only living thing it could find: Harry himself.",-0.05,[ 1.3355902  -0.74935305]
Albus Dumbledore,There's a reason Harry can speak with snakes. There's a reason he can look into Lord Voldemort's mind. A part of Lord Voldemort lives inside him.,0.0,[ 0.7793123  -0.31169644]
Severus Snape,"So when the time comes, the boy must die.",0.0,[ 1.3183303 -0.536291 ]
Severus Snape,You've kept him alive so that he can die at the proper moment. You've been raising him like a pig for slaughter.,0.05,[ 0.9066936 -0.3013087]
Albus Dumbledore,"But this is touching, Severus. Don't tell me you've grown to care for the boy?",0.5,[ 1.0212328 -0.3278235]
Severus Snape,Expecto Patronum!,0.0,[ 1.1351334  -0.34580374]
Albus Dumbledore,Lily. After all this time?,0.0,[ 1.3698993 -0.5629083]
Severus Snape,Always... We GO TO BLACK...,-0.1666666666666666,[ 0.69639367 -0.14429931]
Albus Dumbledore,"The irony of course, Severus, is that -- in the end -- you and the boy desire the same thing...",0.0,[ 0.8304719 -0.3944377]
Hermione Granger,Where've you been?,0.0,[ 2.1696293 -1.1968902]
Ron Weasley,"We thought you'd gone to the forest, we thought you might be --",0.0,[ 1.2925221 -0.716999 ]
Harry Potter,I'm going there now.,0.0,[ 1.2050217  -0.40511882]
Ron Weasley,Are you mad! No!,-0.9765625,[ 1.8091165  -0.96383333]
Harry Potter,It's... meant to be.,0.0,[ 1.047546   -0.34475192]
Ron Weasley,"Rubbish! You can't just give yourself up to him -- Hermione squeezes Ron's arm, silencing him.",0.0,[ 1.457794   -0.78328615]
Hermione Granger,"What is it, Harry? What is it you",0.0,[ 2.3023815 -1.4414303]
Harry Potter,There's a reason I can... hear them -- the Horcruxes.,0.0,[0.7216492  0.03045717]
Harry Potter,I think I've known for awhile.,0.0,[ 1.0077658  -0.14547159]
Hermione Granger,I'll go with you. I/'ll --,0.0,[ 2.1915407 -1.3222767]
Harry Potter,Kill the snake. Kill the snake and then it's just him. Then it will be over.,0.0,[ 1.4959285  -0.65654445]
Oliver Wood,I'll take him from here.,0.0,[ 2.0513659 -1.0659084]
Ginny Weasley,It's all right. We're going to get you inside.,0.2857142857142857,[0.5481968  0.07594443]
Student,I kept calling. No one came.,0.0,[ 1.4563984 -0.5221791]
Ginny Weasley,Don't worry. I won't leave you. I promise.,0.0,[ 1.9388187 -1.080105 ]
Lily Potter,"You've been so brave, sweetheart.",0.8,[-0.49253812  1.0900347 ]
Harry Potter,Why are you here? All of you?,0.0,[ 1.9699486 -1.0945678]
Lily Potter,"We never left, dear.",0.0,[ 1.3925283 -0.610832 ]
Harry Potter,Does it hurt? Dying?,0.0,[ 1.7475396 -1.1026815]
Sirius Black,Quicker than falling asleep.,0.0,[-0.62097436  1.138459  ]
Remus Lupin,And he will want it to be quick.,0.3333333333333333,[0.45423898 0.24148008]
James Potter,"You're nearly there, son.",0.1,[ 1.2117267  -0.43995798]
Harry Potter,"I'm sorry. I didn't want any of you to die for me. And Remus, your son...",-0.5,[ 1.9084071 -0.9517596]
Remus Lupin,Others will tell him what his mother and father died for. Someday he'll understand...,0.0,[ 0.94139403 -0.17488024]
Harry Potter,You'll stay with me?,0.0,[ 1.874652   -0.92520225]
James Potter,Until the end.,0.0,[0.5754512 0.0450309]
Harry Potter,He won't be able to see you?,0.5,[ 1.5313921 -0.663374 ]
Sirius Black,"No. We're here, you see.",0.0,[ 1.1430227  -0.33020028]
Harry Potter,Stay close to me.,0.0,[ 1.2462201 -0.5224852]
Lily Potter,Always...,0.0,[0.6656912  0.15761077]
Corban Yaxley,"No sign of him, my Lord.",0.0,[ 2.007693  -1.1888412]
Voldemort,"I thought he would come. I was, it seems... mistaken.",0.0,[ 1.472679 -0.964908]
Harry Potter,You weren't.,0.0,[0.47660047 0.11784605]
